"Protocol ID","Secondary IDs","ClinicalTrials.gov ID","Brief Title","Overall Status","Study Type","Phase","Intervention Types","U.S. FDA Regulated Drug","U.S. FDA Regulated Device","U.S. FDA IND/IDE Information","Locations in US","Start Date","Primary Completion Date","Primary Completion Date Type","Study Completion Date","Study Completion Date Type","Delayed Results Type","Plan to Share IPD?","Available IPD/Information","Study Documents","Initial Release","Initial Results Release","Initial Delayed Results Release","Verification Date","Record Status","NIH Grants","Results Status","Unreported Primary Outcomes","Unreported Secondary Outcomes","Delayed Results Status","Last Update","Last Release","Record Owner","Last Updater","Responsible Party","Central Contacts","Study Officials","Sponsor","Collaborators","Public Site Status","Initial Public Release","Last Public Release","FDAAA Status","Problems","Update Expected","Corrections Expected","Results Expected","All Results Expected","Review Comments Status"
"1134",,1304,"Title 1105","Completed","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"04/23/2022","06/06/2022","Actual","06/06/2022","Actual",,,,,"04/23/2022",,,"06/25/2022","Public",,,,,,"07/03/2022","07/03/2022","ro_name_HI
ro_name_HI@email.com","lu_name_DC
lu_name_DC@email.com","rp_name_BE","cc_name_AFF
cc_name_AFF@email.com
‪555-555-5555‬",,"University",,"Public Site Status","05/09/2022","07/03/2022",,,,,,,
"1135",,1281,"Title 774","Recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"10/22/2022","05/05/2023","Anticipated","07/06/2023","Anticipated",,,,,"01/01/2022",,,"11/23/2022","Public",,,,,,"11/29/2022","11/29/2022","ro_name_DBF
ro_name_DBF@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_HJB
cc_name_HJB@email.com
555-555-5555",,"University",,"Public Site Status","01/01/2022","11/29/2022",,,"11/23/2023",,,,
"1136",,1291,"Title 346","Recruiting","Interventional","Phase 2","Drug","FDA regulated drug","No FDA regulated device",,,"04/13/2022","08/26/2023","Anticipated","02/23/2025","Anticipated",,,,,"01/23/2022",,,"04/25/2022","Public",,,,,,"05/15/2022","05/24/2022","ro_name_FE
ro_name_FE@email.com","lu_name_BCF
lu_name_BCF@email.com","rp_name_BJ","cc_name_AJI
cc_name_AJI@email.com
555-555-5555","so_name_AJH","University",,"Public Site Status","02/15/2022","05/24/2022","ACT",,"05/26/2023",,"08/25/2024","02/23/2026",
"1137",,,"Title 719","Completed","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"03/06/2022","07/17/2022","Actual","08/01/2022","Actual",,,,,"11/22/2022",,,"12/24/2022","PRS Review",,,,,,"12/05/2022","12/05/2022","ro_name_BCC
ro_name_BCC@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_DJD
cc_name_DJD@email.com
555-555-5555","so_name_DJB","University",,"Public Site Status",,,,,,,,,
"1138",,1272,"Title 208","Recruiting","Interventional","Phase 2/Phase 3","Drug","FDA regulated drug","No FDA regulated device",,,"11/14/2022","11/03/2026","Anticipated","02/03/2027","Anticipated",,,,,"12/11/2021",,,"12/24/2022","Public",,,,,,"12/05/2022","12/05/2022","ro_name_AAH
ro_name_AAH@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_BBG
cc_name_BBG@email.com
555-555-5555","so_name_BJG","University","Children's Healthcare of Atlanta
Children's Hospital Colorado
Children's Hospital of Philadelphia
Virginia Commonwealth University
BJC HealthCare
Medical College of Wisconsin
Children's of Alabama
Children's Hospital Medical Center, Cincinnati
Golisano Children's Hospital
Maria Fareri Children’s Hospital
Nationwide Children's Hospital
New York Presbyterian Hospital
Penn State University
University of Iowa","Public Site Status","12/11/2021","12/05/2022","ACT",,"12/24/2023",,"11/03/2027","02/03/2028",
"1139",152,1279,"Title 1165","Recruiting","Interventional","N/A","Diagnostic Test; Dietary Supplement; Other","No FDA regulated drug","No FDA regulated device",,,"05/29/2022","01/23/2026","Anticipated","01/23/2026","Anticipated",,,,,"12/19/2021",,,"08/26/2022","Public","NIDDK; NIH",,,,,"08/09/2022","08/09/2022","ro_name_CHF
ro_name_CHF@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_CDB
cc_name_CDB@email.com
555-555-5555",,"University","National Institutes of Health (NIH)","Public Site Status","01/01/2022","08/09/2022",,,"08/26/2023",,,,
"1140",328,1284,"Title 381","Not yet recruiting","Interventional","N/A","Other","No FDA regulated drug","No FDA regulated device",,,"06/06/2025","06/06/2026","Anticipated","12/05/2026","Anticipated",,,,,"01/03/2022",,,"01/23/2022","Public","NIMH",,,,,"01/15/2022","01/15/2022","ro_name_BC
ro_name_BC@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_CE
cc_name_CE@email.com
(555) 555-5555","so_name_CD","University",,"Public Site Status","01/03/2022","01/15/2022",,,"01/23/2023",,,,
"1141",154,1353,"Title 880","Not yet recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"02/04/2023","03/05/2027","Anticipated","06/19/2028","Anticipated",,,,,"10/15/2022",,,"10/24/2022","Public","NIDA",,,,,"10/12/2022","10/15/2022","ro_name_DGD
ro_name_DGD@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_EFH
cc_name_EFH@email.com
555-555-5555 Ext: 5555","so_name_HDF","University","National Institute on Drug Abuse (NIDA)","Public Site Status","10/15/2022","10/15/2022",,,"10/24/2023",,,,
"1142",154,1311,"Title 1128","Not yet recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"11/18/2022","03/06/2026","Anticipated","03/06/2027","Anticipated",,,,,"06/12/2022",,,"10/24/2022","Public","NIDA",,,,,"10/15/2022","10/15/2022","ro_name_AJH
ro_name_AJH@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_AIF
cc_name_AIF@email.com
555-555-5555","so_name_AGG","University","National Institute on Drug Abuse (NIDA)","Public Site Status","06/12/2022","10/15/2022",,,"10/24/2023",,,,
"1143",,1310,"Title 312","Recruiting","Observational",,"Device","No FDA regulated drug","FDA regulated device",,,"06/06/2022","12/05/2024","Anticipated","12/05/2024","Anticipated",,,,,"05/21/2022",,,"08/26/2022","Public",,,,,,"08/08/2022","08/08/2022","ro_name_BFE
ro_name_BFE@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_DFC
cc_name_DFC@email.com
555-555-5555","so_name_ABA","University","Shockwave Medical,  Inc.
University Hospitals Cleveland Medical Center","Public Site Status","06/07/2022","08/08/2022",,,"08/26/2023",,,,
"1144",,1293,"Title 1049","Not yet recruiting","Interventional","Phase 1","Drug","FDA regulated drug","No FDA regulated device",,,"01/23/2023","01/23/2024","Anticipated","01/23/2024","Anticipated",,,,,"03/19/2022",,,"11/23/2022","Public",,,,,,"11/26/2022","11/26/2022","ro_name_BCJ
ro_name_BCJ@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]",,,"University","Neurocrine Biosciences","Public Site Status","03/19/2022","11/26/2022",,,"11/23/2023",,,,
"1145",164,1335,"Title 313","Not yet recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"01/04/2023","04/06/2027","Anticipated","04/06/2027","Anticipated",,,,,"08/17/2022",,,"11/23/2022","Public","OD; NIH",,,,,"11/15/2022","11/15/2022","ro_name_HG
ro_name_HG@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_DFE
cc_name_DFE@email.com
5555555555","so_name_ADH","University","National Institutes of Health (NIH)","Public Site Status","08/24/2022","11/15/2022",,,"11/23/2023",,,,
"1146",,1294,"Title 793","Recruiting","Interventional","Phase 4","Drug","FDA regulated drug","No FDA regulated device",,,"07/18/2022","12/05/2023","Anticipated","02/04/2024","Anticipated",,,,,"03/15/2022",,,"08/26/2022","Public",,,,,,"08/14/2022","08/14/2022","ro_name_AJA
ro_name_AJA@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_AHE
cc_name_AHE@email.com
555-555-5555","so_name_AFA","University",,"Public Site Status","03/28/2022","08/14/2022","ACT",,"08/26/2023",,"12/05/2024","02/04/2025",
"1147",120,1303,"Title 734","Recruiting","Interventional","Phase 2","Drug","FDA regulated drug","No FDA regulated device",,,"10/24/2021","10/24/2023","Anticipated","10/24/2023","Anticipated",,,,,"04/27/2022",,,"05/26/2022","Public","NIMH",,,,,"05/16/2022","05/16/2022","ro_name_CHC
ro_name_CHC@email.com","lu_name_AID
lu_name_AID@email.com","rp_name_AJD","cc_name_GAG
cc_name_GAG@email.com
555-555-5555 Ext: 5555","so_name_FHB","University","National Institute of Mental Health (NIMH)","Public Site Status","04/27/2022","05/16/2022","ACT",,"05/26/2023",,"10/24/2024","10/24/2024",
"1148",196,1296,"Title 1089","Not yet recruiting","Interventional","Phase 3","Drug","FDA regulated drug","No FDA regulated device",,,"12/24/2022","06/25/2027","Anticipated","07/26/2027","Anticipated",,,,,"03/27/2022",,,"07/26/2022","Public","NIDDK",,,,,"08/01/2022","08/01/2022","ro_name_DBE
ro_name_DBE@email.com","lu_name_BCF
lu_name_BCF@email.com","rp_name_ABA","cc_name_CHA
cc_name_CHA@email.com
(555) 555-5555","so_name_GFG","University","National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)","Public Site Status","03/29/2022","08/01/2022","ACT",,"07/26/2023",,"06/24/2028","07/25/2028",
"1149",,1346,"Title 423","Not yet recruiting","Interventional","Phase 2","Drug","FDA regulated drug","No FDA regulated device",,,"11/04/2022","11/23/2024","Anticipated","06/25/2025","Anticipated",,,,,"08/30/2022",,,"10/24/2022","Public",,,,,,"10/05/2022","10/05/2022","ro_name_CFJ
ro_name_CFJ@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_FGF
cc_name_FGF@email.com
(555) 555-5555","so_name_FDE","University","Lilly PharmaceuticalCompany","Public Site Status","10/05/2022","10/05/2022","ACT","Record Has 1 Error","10/24/2023",,"11/23/2025","06/25/2026",
"1150",,1343,"Title 895","Recruiting","Interventional","N/A","Device","No FDA regulated drug","FDA regulated device",,,"10/31/2022","04/25/2023","Anticipated","04/25/2023","Anticipated",,,,,"09/18/2022",,,"11/23/2022","Public",,,,,,"11/05/2022","11/05/2022","ro_name_AIF
ro_name_AIF@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_CDE
cc_name_CDE@email.com
555-555-5555","so_name_CDG","University","Butterfly Network, Inc","Public Site Status","09/18/2022","11/05/2022","ACT",,"11/23/2023",,"04/24/2024","04/24/2024",
"1151",,1324,"Title 1024","Recruiting","Interventional","N/A","Device","No FDA regulated drug","FDA regulated device",,,"11/02/2022","08/05/2024","Anticipated","08/06/2025","Anticipated",,,,,"07/31/2022",,,"11/23/2022","Public",,,,,,"11/22/2022","11/22/2022","ro_name_AIC
ro_name_AIC@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_CCH
cc_name_CCH@email.com
5555555555","so_name_CDB","University","Southwest pediatric Device Consortium
Food and Drug Administration (FDA)","Public Site Status","08/02/2022","11/22/2022","ACT",,"11/23/2023",,"08/06/2025","08/06/2026",
"1152",9,928,"Title 1266","Recruiting","Interventional","II","Drug; Procedure/Surgery; Other","FDA regulated drug","No FDA regulated device",,,"09/17/2018","03/07/2023","Anticipated","03/07/2023","Anticipated",,,,,"08/26/2018",,,"08/26/2022","Public","NCI",,,,,"08/30/2022","08/30/2022","ro_name_AIA
ro_name_AIA@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]",,"so_name_CCG","University","National Cancer Institute (NCI)","Public Site Status","09/03/2018","08/30/2022","ACT",,"08/26/2023",,"03/06/2024","03/06/2024",
"1153",205,1325,"Title 1234","Recruiting","Observational",,"Device; Other","No FDA regulated drug","No FDA regulated device",,,"08/02/2022","11/23/2024","Anticipated","02/23/2025","Anticipated",,,,,"07/19/2022",,,"08/26/2022","Public",,,,,,"08/13/2022","08/13/2022","ro_name_GA
ro_name_GA@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_ABC
cc_name_ABC@email.com
555-555-5555","so_name_ABD","University","Food and Drug Administration (FDA)","Public Site Status","08/02/2022","08/13/2022",,,"08/26/2023",,,,
"1154",256,1367,"Title 1324","Not yet recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"12/05/2022","12/04/2023","Anticipated","07/04/2024","Anticipated",,,,,"11/14/2022",,,"11/23/2022","Public",,,,,,"11/14/2022","11/14/2022","ro_name_BBJ
ro_name_BBJ@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_CIC
cc_name_CIC@email.com
555-555-5555","so_name_CHH","University","Crohn's & Colitis Foundation of America (CCFA)","Public Site Status","11/14/2022","11/14/2022",,,"11/23/2023",,,,
"1155",104,1361,"Title 93","Not yet recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"11/04/2022","09/02/2024","Anticipated","03/06/2025","Anticipated",,,,,"10/30/2022",,,"10/24/2022","Public","NIDDK",,,,,"10/30/2022","10/30/2022","ro_name_CED
ro_name_CED@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_FEH
cc_name_FEH@email.com
+5 555 555 5555","so_name_FCA","University","National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)","Public Site Status","10/30/2022","10/30/2022",,"Record Has 1 Error","10/24/2023",,,,
"1156",,1299,"Title 1257","Recruiting","Interventional","Phase 4","Drug; Device","FDA regulated drug","No FDA regulated device",,,"05/21/2022","05/25/2024","Anticipated","10/24/2024","Anticipated",,,,,"03/26/2022",,,"07/26/2022","Public",,,,,,"07/30/2022","07/30/2022","ro_name_CDA
ro_name_CDA@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_FCI
cc_name_FCI@email.com
555-555-5555","so_name_FJB","University",,"Public Site Status","04/19/2022","07/30/2022","ACT",,"07/26/2023",,"05/26/2025","10/24/2025",
"1157",560,1328,"Title 1330","Not yet recruiting","Interventional","Phase 1","Drug","FDA regulated drug","No FDA regulated device",,,"02/04/2023","09/04/2023","Anticipated","09/04/2023","Anticipated",,,,,"07/18/2022",,,"11/23/2022","Public","NIAAA",,,,,"11/27/2022","11/27/2022","ro_name_BII
ro_name_BII@email.com","lu_name_AEJ
lu_name_AEJ@email.com","rp_name_HA","cc_name_EEB
cc_name_EEB@email.com
555-555-5555 Ext: 5555","so_name_EAC","University","National Institute on Alcohol Abuse and Alcoholism (NIAAA)
Sage Therapeutics","Public Site Status","07/30/2022","11/27/2022",,,"11/23/2023",,,,
"1158",41,1332,"Title 1238","Not yet recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"12/19/2022","01/23/2025","Anticipated","01/23/2025","Anticipated",,,,,"05/03/2021",,,"11/23/2022","Public","NHLBI",,,,,"11/29/2022","11/29/2022","ro_name_DBC
ro_name_DBC@email.com","lu_name_BAD
lu_name_BAD@email.com","[Sponsor]","cc_name_FIF
cc_name_FIF@email.com
555-555-5555","so_name_GBF","University","National Heart, Lung, and Blood Institute (NHLBI)","Public Site Status","08/13/2022","11/29/2022",,,"11/23/2023",,,,
"1159",,1366,"Title 883","Not yet recruiting","Interventional","Phase 1","Drug","FDA regulated drug","No FDA regulated device",,,"12/24/2022","12/24/2024","Anticipated","03/26/2025","Anticipated",,,,,"11/13/2022",,,"11/23/2022","Public",,,,,,"11/13/2022","11/13/2022","ro_name_ABJ
ro_name_ABJ@email.com","lu_name_EI
lu_name_EI@email.com","rp_name_CA","cc_name_EIF
cc_name_EIF@email.com
5555555555","so_name_BAB","University",,"Public Site Status","11/13/2022","11/13/2022",,,"11/23/2023",,,,
"1160",133,,"Title 849","Not yet recruiting","Interventional","Phase 1","Drug","FDA regulated drug","No FDA regulated device",,,"12/19/2022","12/24/2024","Anticipated","12/24/2024","Anticipated",,,,,"12/05/2022",,,"12/24/2022","PRS Review","NCI",,,,,"12/05/2022","12/05/2022","ro_name_CAJ
ro_name_CAJ@email.com","lu_name_AEH
lu_name_AEH@email.com","rp_name_HD","cc_name_DHB
cc_name_DHB@email.com
555-555-5555","so_name_ECI","University","National Cancer Institute (NCI)","Public Site Status",,,,,,,,,
"1161",208,1333,"Title 1361","Not yet recruiting","Interventional","N/A","Other","No FDA regulated drug","No FDA regulated device",,,"11/23/2022","06/25/2023","Anticipated","11/23/2023","Anticipated",,,,,"08/17/2022",,,"10/24/2022","Public","NIDA",,,,,"10/11/2022","10/11/2022","ro_name_II
ro_name_II@email.com","lu_name_BCF
lu_name_BCF@email.com","[Sponsor]","cc_name_AHB
cc_name_AHB@email.com
5555555555",,"University","National Institute on Drug Abuse (NIDA)","Public Site Status","08/22/2022","10/11/2022",,,"10/24/2023",,,,
"1162",,1327,"Title 591","Not yet recruiting","Interventional","N/A","Dietary Supplement","No FDA regulated drug","No FDA regulated device",,,"02/23/2023","04/25/2023","Anticipated","12/24/2023","Anticipated",,,,,"07/25/2022",,,"11/23/2022","Public",,,,,,"11/14/2022","11/14/2022","ro_name_DEJ
ro_name_DEJ@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_HCI
cc_name_HCI@email.com
(555) 555-5555","so_name_HJC","University",,"Public Site Status","07/25/2022","11/14/2022",,,"11/23/2023",,,,
"1163",,1309,"Title 30","Recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"08/21/2022","07/26/2023","Anticipated","07/25/2024","Anticipated",,,,,"05/22/2022",,,"08/26/2022","Public",,,,,,"08/24/2022","08/24/2022","ro_name_DGI
ro_name_DGI@email.com","lu_name_BCG
lu_name_BCG@email.com","rp_name_ACB","cc_name_HIB
cc_name_HIB@email.com
5 5555555555","so_name_BGE","University","National Eating Disorders Association","Public Site Status","05/26/2022","08/24/2022",,,"08/26/2023",,,,
"1164",,1330,"Title 641","Recruiting","Interventional","N/A","Behavioral; Device","No FDA regulated drug","No FDA regulated device",,,"07/25/2022","12/05/2022","Anticipated","04/06/2023","Anticipated",,,,,"08/08/2022",,,"11/23/2022","Public",,,,,,"11/08/2022","11/08/2022","ro_name_BJF
ro_name_BJF@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_CFA
cc_name_CFA@email.com
+5-555-555-5555",,"University","University of Connecticut
Lahore University of Management Sciences
University of California, Berkeley
Innovations for Poverty Action","Public Site Status","08/08/2022","11/08/2022",,,"11/23/2023",,,,
"1165",58,1359,"Title 227","Not yet recruiting","Interventional","N/A","Other","No FDA regulated drug","No FDA regulated device",,,"06/06/2023","08/26/2026","Anticipated","08/26/2026","Anticipated",,,,,"10/29/2022",,,"10/24/2022","Public","NIDDK",,,,,"11/01/2022","11/01/2022","ro_name_HA
ro_name_HA@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_AEA
cc_name_AEA@email.com
5555555555","so_name_ACH","University","National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)
American Heart Association","Public Site Status","11/01/2022","11/01/2022",,,"10/24/2023",,,,
"1166",,1319,"Title 892","Not yet recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"12/05/2022","07/20/2025","Anticipated","06/06/2026","Anticipated",,,,,"06/27/2022",,,"11/23/2022","Public",,,,,,"11/30/2022","11/30/2022","ro_name_BGB
ro_name_BGB@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_DCJ
cc_name_DCJ@email.com
555-555-5555","so_name_DFH","University",,"Public Site Status","07/16/2022","11/30/2022",,,"11/23/2023",,,,
"1167",523,1318,"Title 16","Not yet recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"03/26/2023","09/18/2024","Anticipated","12/19/2024","Anticipated",,,,,"06/19/2022",,,"11/23/2022","Public","NIH",,,,,"11/29/2022","11/29/2022","ro_name_DJA
ro_name_DJA@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_GEF
cc_name_GEF@email.com
","so_name_GBA","University","National Institutes of Health (NIH)","Public Site Status","07/11/2022","11/29/2022",,,"11/23/2023",,,,
"1168",,1331,"Title 279","Active, not recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"08/22/2022","11/23/2022","Anticipated","05/26/2023","Anticipated",,,,,"08/01/2022",,,"09/23/2022","Public",,,,,,"09/12/2022","09/13/2022","ro_name_CJC
ro_name_CJC@email.com","lu_name_AJA
lu_name_AJA@email.com","[Sponsor]","cc_name_FJC
cc_name_FJC@email.com
(555) 555-5555 Ext: 55555","so_name_EBJ","University",,"Public Site Status","08/01/2022","09/13/2022",,"Record Has 1 Error","09/23/2023",,,,
"1169",,1314,"Title 964","Not yet recruiting","Interventional","N/A","Other","No FDA regulated drug","No FDA regulated device",,,"12/24/2022","06/25/2023","Anticipated","06/25/2023","Anticipated",,,,,"06/13/2022",,,"11/23/2022","Public",,,,,,"11/13/2022","11/13/2022","ro_name_AGA
ro_name_AGA@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_DEE
cc_name_DEE@email.com
5555555555","so_name_CAD","University",,"Public Site Status","06/19/2022","11/13/2022",,,"11/23/2023",,,,
"1170",,1312,"Title 857","Recruiting","Observational",,"Behavioral","No FDA regulated drug","No FDA regulated device",,,"11/04/2022","06/24/2024","Anticipated","06/24/2024","Anticipated",,,,,"06/12/2022",,,"11/23/2022","Public",,,,,,"11/05/2022","11/05/2022","ro_name_DCA
ro_name_DCA@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_HAJ
cc_name_HAJ@email.com
5555555555","so_name_GGG","University","Peter McManus Charitable Trust","Public Site Status","06/12/2022","11/05/2022",,,"11/23/2023",,,,
"1171",76,1355,"Title 1003","Not yet recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"12/24/2022","06/25/2027","Anticipated","06/25/2027","Anticipated",,,,,"10/17/2022",,,"11/23/2022","Public","NIAAA",,,,,"11/21/2022","11/21/2022","ro_name_AAG
ro_name_AAG@email.com","lu_name_AAH
lu_name_AAH@email.com","[Sponsor]","cc_name_HHI
cc_name_HHI@email.com
555-555-5555","so_name_BJD","University","National Institute on Alcohol Abuse and Alcoholism (NIAAA)","Public Site Status","10/17/2022","11/21/2022",,,"11/23/2023",,,,
"1172",,1337,"Title 870","Not yet recruiting","Interventional","Phase 2","Drug","FDA regulated drug","No FDA regulated device",,,"01/03/2023","10/24/2024","Anticipated","06/25/2025","Anticipated",,,,,"09/06/2022",,,"11/23/2022","Public",,,,,,"11/09/2022","11/09/2022","ro_name_BBB
ro_name_BBB@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_CIE
cc_name_CIE@email.com
555-555-5555","so_name_CIA","University","Department of Anesthesiology Faculty Development Fund","Public Site Status","09/06/2022","11/09/2022","ACT",,"11/23/2023",,"10/24/2025","06/25/2026",
"1173",,1352,"Title 328","Not yet recruiting","Interventional","N/A","Other","No FDA regulated drug","No FDA regulated device",,,"11/19/2022","03/06/2023","Anticipated","03/06/2023","Anticipated",,,,,"09/27/2022",,,"11/23/2022","Public",,,,,,"11/14/2022","11/14/2022","ro_name_F
ro_name_F@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_E
cc_name_E@email.com
(555) 555-5555","so_name_F","University",,"Public Site Status","10/09/2022","11/14/2022",,"Record Has 1 Error","11/23/2023",,,,
"1174",556,1342,"Title 1190","Recruiting","Observational",,,"No FDA regulated drug","No FDA regulated device",,,"10/15/2022","09/23/2025","Anticipated","09/23/2025","Anticipated",,,,,"09/14/2022",,,"11/23/2022","Public","NIMH; NIH",,,,,"11/22/2022","11/22/2022","ro_name_ACD
ro_name_ACD@email.com","lu_name_AJJ
lu_name_AJJ@email.com","rp_name_EI","cc_name_CED
cc_name_CED@email.com
555-555-5555","so_name_CFJ","University","Boston Children’s Hospital
Duke University
Children's Hospital Los Angeles
University of Washington
Food and Drug Administration (FDA)
University of Alabama at Birmingham
University of California, Los Angeles
Seattle Children’s Research Institute (SCRI)
National Institutes of Health (NIH)
National Institute of Mental Health (NIMH)","Public Site Status","09/25/2022","11/22/2022",,,"11/23/2023",,,,
"1176",,1334,"Title 965","Not yet recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"01/04/2023","05/07/2026","Anticipated","10/04/2026","Anticipated",,,,,"08/23/2022",,,"08/26/2022","Public",,,,,,"09/10/2022","09/10/2022","ro_name_BGE
ro_name_BGE@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_DHF
cc_name_DHF@email.com
555-555-5555","so_name_DGA","University",,"Public Site Status","08/23/2022","09/10/2022",,,"09/23/2023",,,,
"1177",,1358,"Title 120","Not yet recruiting","Interventional","N/A","Other","No FDA regulated drug","No FDA regulated device",,,"01/04/2023","01/03/2025","Anticipated","07/06/2025","Anticipated",,,,,"10/22/2022",,,"10/24/2022","Public",,,,,,"10/29/2022","10/30/2022","ro_name_FF
ro_name_FF@email.com","lu_name_CC
lu_name_CC@email.com","[Sponsor]","cc_name_AAB
cc_name_AAB@email.com
5555555555","so_name_AAJ","University",,"Public Site Status","10/30/2022","10/30/2022",,,"10/24/2023",,,,
"1179",,1351,"Title 751","Not yet recruiting","Interventional","Phase 2","Drug","No FDA regulated drug","No FDA regulated device",,,"11/04/2022","11/04/2026","Anticipated","05/07/2027","Anticipated",,,,,"10/08/2022",,,"10/24/2022","Public",,,,,,"10/08/2022","10/08/2022","ro_name_BEJ
ro_name_BEJ@email.com","lu_name_CI
lu_name_CI@email.com","[Sponsor]","cc_name_DDA
cc_name_DDA@email.com
5555555555","so_name_DBH","University",,"Public Site Status","10/08/2022","10/08/2022",,,"10/24/2023",,,,
"1180",547,1350,"Title 1046","Recruiting","Interventional","N/A","Behavioral","No FDA regulated drug","No FDA regulated device",,,"12/19/2022","10/04/2025","Anticipated","10/04/2025","Anticipated",,,,,"09/26/2022",,,"11/23/2022","Public",,,,,,"11/30/2022","11/30/2022","ro_name_AHJ
ro_name_AHJ@email.com","lu_name_AAB
lu_name_AAB@email.com","[Sponsor]","cc_name_CBI
cc_name_CBI@email.com
555-555-5555","so_name_CBB","University","American Foundation for Suicide Prevention","Public Site Status","10/09/2022","11/30/2022",,,"11/23/2023",,,,
"1181",,1360,"Title 1317","Not yet recruiting","Interventional","N/A","Device","No FDA regulated drug","No FDA regulated device",,,"11/23/2022","11/23/2023","Anticipated","11/23/2023","Anticipated",,,,,"10/09/2022",,,"10/24/2022","Public",,,,,,"10/29/2022","10/29/2022","ro_name_AID
ro_name_AID@email.com","lu_name_AIB
lu_name_AIB@email.com","rp_name_AJB","cc_name_CDJ
cc_name_CDJ@email.com
5555555555","so_name_FGH","University",,"Public Site Status","10/29/2022","10/29/2022",,,"10/24/2023",,,,
"1182",,1344,"Title 798","Not yet recruiting","Interventional","N/A","Device","No FDA regulated drug","FDA regulated device",,,"12/05/2022","12/03/2023","Anticipated","12/03/2024","Anticipated",,,,,"09/20/2022",,,"09/23/2022","Public",,,,,,"09/20/2022","09/20/2022","ro_name_AHI
ro_name_AHI@email.com","lu_name_IE
lu_name_IE@email.com","rp_name_EE","cc_name_CCE
cc_name_CCE@email.com
555-555-5555",,"University","G-Tech Corporation","Public Site Status","09/20/2022","09/20/2022","ACT",,"09/23/2023",,"12/03/2024","12/03/2025",
